27
ALA 0 0
ARG 5 729
N CA CB CG
CA CB CG CD
CB CG CD NE
CG CD NE CZ
CD NE CZ NH1
-53.4 -56.5 -70.5 -179.8 179.92
-70.5 -78.5 -73.1 -72.7 179.92
-70.5 -68.5 -73.1 -72.7 179.92
-70.5 -58.5 -73.1 -72.7 179.92
-60.5 -78.5 -73.1 -72.7 179.92
-60.5 -68.5 -73.1 -72.7 179.92
-60.5 -58.5 -73.1 -72.7 179.92
-50.5 -78.5 -73.1 -72.7 179.92
-50.5 -68.5 -73.1 -72.7 179.92
-50.5 -58.5 -73.1 -72.7 179.92
MET 3 243
N CA CB CG
CA CB CG SD
CB CG SD CE
50.8 68.3 73.3
50.8 78.3 73.3
50.8 88.3 73.3
60.8 68.3 73.3
60.8 78.3 73.3
60.8 88.3 73.3
70.8 68.3 73.3
70.8 78.3 73.3
70.8 88.3 73.3
47.6 68.1 177.7
47.6 78.1 177.7
47.6 88.1 177.7
57.6 68.1 177.7
57.6 78.1 177.7
57.6 88.1 177.7
67.6 68.1 177.7
67.6 78.1 177.7
67.6 88.1 177.7
49.4 67.8 -97.4
49.4 77.8 -97.4
49.4 87.8 -97.4
59.4 67.8 -97.4
59.4 77.8 -97.4
59.4 87.8 -97.4
69.4 67.8 -97.4
69.4 77.8 -97.4
69.4 87.8 -97.4
54.4 171.7 76.1
54.4 -178.3 76.1
54.4 -168.3 76.1
64.4 171.7 76.1
64.4 -178.3 76.1
64.4 -168.3 76.1
74.4 171.7 76.1
74.4 -178.3 76.1
74.4 -168.3 76.1
54.9 174.0 -175.0
54.9 -176.0 -175.0
54.9 -166.0 -175.0
64.9 174.0 -175.0
64.9 -176.0 -175.0
64.9 -166.0 -175.0
74.9 174.0 -175.0
74.9 -176.0 -175.0
74.9 -166.0 -175.0
53.4 169.1 -71.8
53.4 179.1 -71.8
53.4 -170.9 -71.8
63.4 169.1 -71.8
63.4 179.1 -71.8
63.4 -170.9 -71.8
73.4 169.1 -71.8
73.4 179.1 -71.8
73.4 -170.9 -71.8
62.5 -80.1 99.6
62.5 -70.1 99.6
62.5 -60.1 99.6
72.5 -80.1 99.6
72.5 -70.1 99.6
72.5 -60.1 99.6
82.5 -80.1 99.6
82.5 -70.1 99.6
82.5 -60.1 99.6
62.2 -80.4 174.3
62.2 -70.4 174.3
62.2 -60.4 174.3
72.2 -80.4 174.3
72.2 -70.4 174.3
72.2 -60.4 174.3
82.2 -80.4 174.3
82.2 -70.4 174.3
82.2 -60.4 174.3
62.6 -82.0 -71.4
62.6 -72.0 -71.4
62.6 -62.0 -71.4
72.6 -82.0 -71.4
72.6 -72.0 -71.4
72.6 -62.0 -71.4
82.6 -82.0 -71.4
82.6 -72.0 -71.4
82.6 -62.0 -71.4
174.0 54.0 72.5
174.0 64.0 72.5
174.0 74.0 72.5
-176.0 54.0 72.5
-176.0 64.0 72.5
-176.0 74.0 72.5
-166.0 54.0 72.5
-166.0 64.0 72.5
-166.0 74.0 72.5
175.5 59.3 -166.1
175.5 69.3 -166.1
175.5 79.3 -166.1
-174.5 59.3 -166.1
-174.5 69.3 -166.1
-174.5 79.3 -166.1
-164.5 59.3 -166.1
-164.5 69.3 -166.1
-164.5 79.3 -166.1
177.6 66.6 -96.9
177.6 76.6 -96.9
177.6 86.6 -96.9
-172.4 66.6 -96.9
-172.4 76.6 -96.9
-172.4 86.6 -96.9
-162.4 66.6 -96.9
-162.4 76.6 -96.9
-162.4 86.6 -96.9
172.2 169.2 72.1
172.2 179.2 72.1
172.2 -170.8 72.1
-177.8 169.2 72.1
-177.8 179.2 72.1
-177.8 -170.8 72.1
-167.8 169.2 72.1
-167.8 179.2 72.1
-167.8 -170.8 72.1
172.6 164.6 177.3
172.6 174.6 177.3
172.6 -175.4 177.3
-177.4 164.6 177.3
-177.4 174.6 177.3
-177.4 -175.4 177.3
-167.4 164.6 177.3
-167.4 174.6 177.3
-167.4 -175.4 177.3
175.4 169.7 -71.6
175.4 179.7 -71.6
175.4 -170.3 -71.6
-174.6 169.7 -71.6
-174.6 179.7 -71.6
-174.6 -170.3 -71.6
-164.6 169.7 -71.6
-164.6 179.7 -71.6
-164.6 -170.3 -71.6
171.3 -83.7 99.6
171.3 -73.7 99.6
171.3 -63.7 99.6
-178.7 -83.7 99.6
-178.7 -73.7 99.6
-178.7 -63.7 99.6
-168.7 -83.7 99.6
-168.7 -73.7 99.6
-168.7 -63.7 99.6
171.8 -88.4 173.0
171.8 -78.4 173.0
171.8 -68.4 173.0
-178.2 -88.4 173.0
-178.2 -78.4 173.0
-178.2 -68.4 173.0
-168.2 -88.4 173.0
-168.2 -78.4 173.0
-168.2 -68.4 173.0
171.2 -92.3 -73.4
171.2 -82.3 -73.4
171.2 -72.3 -73.4
-178.8 -92.3 -73.4
-178.8 -82.3 -73.4
-178.8 -72.3 -73.4
-168.8 -92.3 -73.4
-168.8 -82.3 -73.4
-168.8 -72.3 -73.4
-88.6 57.3 73.0
-88.6 67.3 73.0
-88.6 77.3 73.0
-78.6 57.3 73.0
-78.6 67.3 73.0
-78.6 77.3 73.0
-68.6 57.3 73.0
-68.6 67.3 73.0
-68.6 77.3 73.0
-88.9 59.3 -175.6
-88.9 69.3 -175.6
-88.9 79.3 -175.6
-78.9 59.3 -175.6
-78.9 69.3 -175.6
-78.9 79.3 -175.6
-68.9 59.3 -175.6
-68.9 69.3 -175.6
-68.9 79.3 -175.6
-87.7 60.6 -98.9
-87.7 70.6 -98.9
-87.7 80.6 -98.9
-77.7 60.6 -98.9
-77.7 70.6 -98.9
-77.7 80.6 -98.9
-67.7 60.6 -98.9
-67.7 70.6 -98.9
-67.7 80.6 -98.9
-77.4 168.0 70.4
-77.4 178.0 70.4
-77.4 -172.0 70.4
-67.4 168.0 70.4
-67.4 178.0 70.4
-67.4 -172.0 70.4
-57.4 168.0 70.4
-57.4 178.0 70.4
-57.4 -172.0 70.4
-77.3 169.2 -177.6
-77.3 179.2 -177.6
-77.3 -170.8 -177.6
-67.3 169.2 -177.6
-67.3 179.2 -177.6
-67.3 -170.8 -177.6
-57.3 169.2 -177.6
-57.3 179.2 -177.6
-57.3 -170.8 -177.6
-77.7 173.7 -73.7
-77.7 -176.3 -73.7
-77.7 -166.3 -73.7
-67.7 173.7 -73.7
-67.7 -176.3 -73.7
-67.7 -166.3 -73.7
-57.7 173.7 -73.7
-57.7 -176.3 -73.7
-57.7 -166.3 -73.7
-75.8 -74.9 99.6
-75.8 -64.9 99.6
-75.8 -54.9 99.6
-65.8 -74.9 99.6
-65.8 -64.9 99.6
-65.8 -54.9 99.6
-55.8 -74.9 99.6
-55.8 -64.9 99.6
-55.8 -54.9 99.6
-72.7 -74.0 171.9
-72.7 -64.0 171.9
-72.7 -54.0 171.9
-62.7 -74.0 171.9
-62.7 -64.0 171.9
-62.7 -54.0 171.9
-52.7 -74.0 171.9
-52.7 -64.0 171.9
-52.7 -54.0 171.9
-75.8 -71.8 -69.4
-75.8 -61.8 -69.4
-75.8 -51.8 -69.4
-65.8 -71.8 -69.4
-65.8 -61.8 -69.4
-65.8 -51.8 -69.4
-55.8 -71.8 -69.4
-55.8 -61.8 -69.4
-55.8 -51.8 -69.4
PHE 2 54
N CA CB CG
CA CB CG CD1
53.0 80.4
53.0 -89.6
53.0 -79.6
63.0 80.4
63.0 -89.6
63.0 -79.6
73.0 80.4
73.0 -89.6
73.0 -79.6
52.0 -16.5
52.0 -6.5
52.0 3.5
62.0 -16.5
62.0 -6.5
62.0 3.5
72.0 -16.5
72.0 -6.5
72.0 3.5
171.2 68.1
171.2 78.1
171.2 88.1
-178.8 68.1
-178.8 78.1
-178.8 88.1
-168.8 68.1
-168.8 78.1
-168.8 88.1
175.8 11.2
175.8 21.2
175.8 31.2
-174.2 11.2
-174.2 21.2
-174.2 31.2
-164.2 11.2
-164.2 21.2
-164.2 31.2
-76.9 87.7
-76.9 -82.3
-76.9 -72.3
-66.9 87.7
-66.9 -82.3
-66.9 -72.3
-56.9 87.7
-56.9 -82.3
-56.9 -72.3
-78.2 -25.3
-78.2 -15.3
-78.2 -5.3
-68.2 -25.3
-68.2 -15.3
-68.2 -5.3
-58.2 -25.3
-58.2 -15.3
-58.2 -5.3
PRO 0 0
SER 2 108
N CA CB OG
CA CB OG HG
55.3 0.0
55.3 30.0
55.3 60.0
55.3 90.0
55.3 120.0
55.3 150.0
55.3 180.0
55.3 -150.0
55.3 -120.0
55.3 -90.0
55.3 -60.0
55.3 -30.0
65.3 0.0
65.3 30.0
65.3 60.0
65.3 90.0
65.3 120.0
65.3 150.0
65.3 180.0
65.3 -150.0
65.3 -120.0
65.3 -90.0
65.3 -60.0
65.3 -30.0
75.3 0.0
75.3 30.0
75.3 60.0
75.3 90.0
75.3 120.0
75.3 150.0
75.3 180.0
75.3 -150.0
75.3 -120.0
75.3 -90.0
75.3 -60.0
75.3 -30.0
169.0 0.0
169.0 30.0
169.0 60.0
169.0 90.0
169.0 120.0
169.0 150.0
169.0 180.0
169.0 -150.0
169.0 -120.0
169.0 -90.0
169.0 -60.0
169.0 -30.0
179.0 0.0
179.0 30.0
179.0 60.0
179.0 90.0
179.0 120.0
179.0 150.0
179.0 180.0
179.0 -150.0
179.0 -120.0
179.0 -90.0
179.0 -60.0
179.0 -30.0
-171.0 0.0
-171.0 30.0
-171.0 60.0
-171.0 90.0
-171.0 120.0
-171.0 150.0
-171.0 180.0
-171.0 -150.0
-171.0 -120.0
-171.0 -90.0
-171.0 -60.0
-171.0 -30.0
-73.9 0.0
-73.9 30.0
-73.9 60.0
-73.9 90.0
-73.9 120.0
-73.9 150.0
-73.9 180.0
-73.9 -150.0
-73.9 -120.0
-73.9 -90.0
-73.9 -60.0
-73.9 -30.0
-63.9 0.0
-63.9 30.0
-63.9 60.0
-63.9 90.0
-63.9 120.0
-63.9 150.0
-63.9 180.0
-63.9 -150.0
-63.9 -120.0
-63.9 -90.0
-63.9 -60.0
-63.9 -30.0
-53.9 0.0
-53.9 30.0
-53.9 60.0
-53.9 90.0
-53.9 120.0
-53.9 150.0
-53.9 180.0
-53.9 -150.0
-53.9 -120.0
-53.9 -90.0
-53.9 -60.0
-53.9 -30.0
THR 2 108
N CA CB OG1
CA CB OG1 HG1
51.1 0.0
51.1 30.0
51.1 60.0
51.1 90.0
51.1 120.0
51.1 150.0
51.1 180.0
51.1 -150.0
51.1 -120.0
51.1 -90.0
51.1 -60.0
51.1 -30.0
61.1 0.0
61.1 30.0
61.1 60.0
61.1 90.0
61.1 120.0
61.1 150.0
61.1 180.0
61.1 -150.0
61.1 -120.0
61.1 -90.0
61.1 -60.0
61.1 -30.0
71.1 0.0
71.1 30.0
71.1 60.0
71.1 90.0
71.1 120.0
71.1 150.0
71.1 180.0
71.1 -150.0
71.1 -120.0
71.1 -90.0
71.1 -60.0
71.1 -30.0
176.7 0.0
176.7 30.0
176.7 60.0
176.7 90.0
176.7 120.0
176.7 150.0
176.7 180.0
176.7 -150.0
176.7 -120.0
176.7 -90.0
176.7 -60.0
176.7 -30.0
-173.3 0.0
-173.3 30.0
-173.3 60.0
-173.3 90.0
-173.3 120.0
-173.3 150.0
-173.3 180.0
-173.3 -150.0
-173.3 -120.0
-173.3 -90.0
-173.3 -60.0
-173.3 -30.0
-163.3 0.0
-163.3 30.0
-163.3 60.0
-163.3 90.0
-163.3 120.0
-163.3 150.0
-163.3 180.0
-163.3 -150.0
-163.3 -120.0
-163.3 -90.0
-163.3 -60.0
-163.3 -30.0
-70.4 0.0
-70.4 30.0
-70.4 60.0
-70.4 90.0
-70.4 120.0
-70.4 150.0
-70.4 180.0
-70.4 -150.0
-70.4 -120.0
-70.4 -90.0
-70.4 -60.0
-70.4 -30.0
-60.4 0.0
-60.4 30.0
-60.4 60.0
-60.4 90.0
-60.4 120.0
-60.4 150.0
-60.4 180.0
-60.4 -150.0
-60.4 -120.0
-60.4 -90.0
-60.4 -60.0
-60.4 -30.0
-50.4 0.0
-50.4 30.0
-50.4 60.0
-50.4 90.0
-50.4 120.0
-50.4 150.0
-50.4 180.0
-50.4 -150.0
-50.4 -120.0
-50.4 -90.0
-50.4 -60.0
-50.4 -30.0
TRP 2 81
N CA CB CG
CA CB CG CD1
51.2 -99.9
51.2 -89.9
51.2 -79.9
61.2 -99.9
61.2 -89.9
61.2 -79.9
71.2 -99.9
71.2 -89.9
71.2 -79.9
56.0 -16.3
56.0 -6.3
56.0 3.7
66.0 -16.3
66.0 -6.3
66.0 3.7
76.0 -16.3
76.0 -6.3
76.0 3.7
51.5 79.2
51.5 89.2
51.5 99.2
61.5 79.2
61.5 89.2
61.5 99.2
71.5 79.2
71.5 89.2
71.5 99.2
172.7 -114.9
172.7 -104.9
172.7 -94.9
-177.3 -114.9
-177.3 -104.9
-177.3 -94.9
-167.3 -114.9
-167.3 -104.9
-167.3 -94.9
174.9 7.3
174.9 17.3
174.9 27.3
-175.1 7.3
-175.1 17.3
-175.1 27.3
-165.1 7.3
-165.1 17.3
-165.1 27.3
170.2 74.7
170.2 84.7
170.2 94.7
-179.8 74.7
-179.8 84.7
-179.8 94.7
-169.8 74.7
-169.8 84.7
-169.8 94.7
-80.1 -102.2
-80.1 -92.2
-80.1 -82.2
-70.1 -102.2
-70.1 -92.2
-70.1 -82.2
-60.1 -102.2
-60.1 -92.2
-60.1 -82.2
-78.6 -14.2
-78.6 -4.2
-78.6 5.8
-68.6 -14.2
-68.6 -4.2
-68.6 5.8
-58.6 -14.2
-58.6 -4.2
-58.6 5.8
-77.4 90.3
-77.4 100.3
-77.4 110.3
-67.4 90.3
-67.4 100.3
-67.4 110.3
-57.4 90.3
-57.4 100.3
-57.4 110.3
TYR 3 648
N CA CB CG
CA CB CG CD1
CE1 CZ OH HH
53.6 80.2 0.0
53.6 80.2 30.0
53.6 80.2 60.0
53.6 80.2 90.0
53.6 80.2 120.0
53.6 80.2 150.0
53.6 80.2 180.0
53.6 80.2 -150.0
53.6 80.2 -120.0
53.6 80.2 -90.0
53.6 80.2 -60.0
53.6 80.2 -30.0
53.6 -89.8 0.0
53.6 -89.8 30.0
53.6 -89.8 60.0
53.6 -89.8 90.0
53.6 -89.8 120.0
53.6 -89.8 150.0
53.6 -89.8 180.0
53.6 -89.8 -150.0
53.6 -89.8 -120.0
53.6 -89.8 -90.0
53.6 -89.8 -60.0
53.6 -89.8 -30.0
53.6 -79.8 0.0
53.6 -79.8 30.0
53.6 -79.8 60.0
53.6 -79.8 90.0
53.6 -79.8 120.0
53.6 -79.8 150.0
53.6 -79.8 180.0
53.6 -79.8 -150.0
53.6 -79.8 -120.0
53.6 -79.8 -90.0
53.6 -79.8 -60.0
53.6 -79.8 -30.0
63.6 80.2 0.0
63.6 80.2 30.0
63.6 80.2 60.0
63.6 80.2 90.0
63.6 80.2 120.0
63.6 80.2 150.0
63.6 80.2 180.0
63.6 80.2 -150.0
63.6 80.2 -120.0
63.6 80.2 -90.0
63.6 80.2 -60.0
63.6 80.2 -30.0
63.6 -89.8 0.0
63.6 -89.8 30.0
63.6 -89.8 60.0
63.6 -89.8 90.0
63.6 -89.8 120.0
63.6 -89.8 150.0
63.6 -89.8 180.0
63.6 -89.8 -150.0
63.6 -89.8 -120.0
63.6 -89.8 -90.0
63.6 -89.8 -60.0
63.6 -89.8 -30.0
63.6 -79.8 0.0
63.6 -79.8 30.0
63.6 -79.8 60.0
63.6 -79.8 90.0
63.6 -79.8 120.0
63.6 -79.8 150.0
63.6 -79.8 180.0
63.6 -79.8 -150.0
63.6 -79.8 -120.0
63.6 -79.8 -90.0
63.6 -79.8 -60.0
63.6 -79.8 -30.0
73.6 80.2 0.0
73.6 80.2 30.0
73.6 80.2 60.0
73.6 80.2 90.0
73.6 80.2 120.0
73.6 80.2 150.0
73.6 80.2 180.0
73.6 80.2 -150.0
73.6 80.2 -120.0
73.6 80.2 -90.0
73.6 80.2 -60.0
73.6 80.2 -30.0
73.6 -89.8 0.0
73.6 -89.8 30.0
73.6 -89.8 60.0
73.6 -89.8 90.0
73.6 -89.8 120.0
73.6 -89.8 150.0
73.6 -89.8 180.0
73.6 -89.8 -150.0
73.6 -89.8 -120.0
73.6 -89.8 -90.0
73.6 -89.8 -60.0
73.6 -89.8 -30.0
73.6 -79.8 0.0
73.6 -79.8 30.0
73.6 -79.8 60.0
73.6 -79.8 90.0
73.6 -79.8 120.0
73.6 -79.8 150.0
73.6 -79.8 180.0
73.6 -79.8 -150.0
73.6 -79.8 -120.0
73.6 -79.8 -90.0
73.6 -79.8 -60.0
73.6 -79.8 -30.0
59.7 -19.5 0.0
59.7 -19.5 30.0
59.7 -19.5 60.0
59.7 -19.5 90.0
59.7 -19.5 120.0
59.7 -19.5 150.0
59.7 -19.5 180.0
59.7 -19.5 -150.0
59.7 -19.5 -120.0
59.7 -19.5 -90.0
59.7 -19.5 -60.0
59.7 -19.5 -30.0
59.7 -9.5 0.0
59.7 -9.5 30.0
59.7 -9.5 60.0
59.7 -9.5 90.0
59.7 -9.5 120.0
59.7 -9.5 150.0
59.7 -9.5 180.0
59.7 -9.5 -150.0
59.7 -9.5 -120.0
59.7 -9.5 -90.0
59.7 -9.5 -60.0
59.7 -9.5 -30.0
59.7 0.5 0.0
59.7 0.5 30.0
59.7 0.5 60.0
59.7 0.5 90.0
59.7 0.5 120.0
59.7 0.5 150.0
59.7 0.5 180.0
59.7 0.5 -150.0
59.7 0.5 -120.0
59.7 0.5 -90.0
59.7 0.5 -60.0
59.7 0.5 -30.0
69.7 -19.5 0.0
69.7 -19.5 30.0
69.7 -19.5 60.0
69.7 -19.5 90.0
69.7 -19.5 120.0
69.7 -19.5 150.0
69.7 -19.5 180.0
69.7 -19.5 -150.0
69.7 -19.5 -120.0
69.7 -19.5 -90.0
69.7 -19.5 -60.0
69.7 -19.5 -30.0
69.7 -9.5 0.0
69.7 -9.5 30.0
69.7 -9.5 60.0
69.7 -9.5 90.0
69.7 -9.5 120.0
69.7 -9.5 150.0
69.7 -9.5 180.0
69.7 -9.5 -150.0
69.7 -9.5 -120.0
69.7 -9.5 -90.0
69.7 -9.5 -60.0
69.7 -9.5 -30.0
69.7 0.5 0.0
69.7 0.5 30.0
69.7 0.5 60.0
69.7 0.5 90.0
69.7 0.5 120.0
69.7 0.5 150.0
69.7 0.5 180.0
69.7 0.5 -150.0
69.7 0.5 -120.0
69.7 0.5 -90.0
69.7 0.5 -60.0
69.7 0.5 -30.0
79.7 -19.5 0.0
79.7 -19.5 30.0
79.7 -19.5 60.0
79.7 -19.5 90.0
79.7 -19.5 120.0
79.7 -19.5 150.0
79.7 -19.5 180.0
79.7 -19.5 -150.0
79.7 -19.5 -120.0
79.7 -19.5 -90.0
79.7 -19.5 -60.0
79.7 -19.5 -30.0
79.7 -9.5 0.0
79.7 -9.5 30.0
79.7 -9.5 60.0
79.7 -9.5 90.0
79.7 -9.5 120.0
79.7 -9.5 150.0
79.7 -9.5 180.0
79.7 -9.5 -150.0
79.7 -9.5 -120.0
79.7 -9.5 -90.0
79.7 -9.5 -60.0
79.7 -9.5 -30.0
79.7 0.5 0.0
79.7 0.5 30.0
79.7 0.5 60.0
79.7 0.5 90.0
79.7 0.5 120.0
79.7 0.5 150.0
79.7 0.5 180.0
79.7 0.5 -150.0
79.7 0.5 -120.0
79.7 0.5 -90.0
79.7 0.5 -60.0
79.7 0.5 -30.0
170.4 67.5 0.0
170.4 67.5 30.0
170.4 67.5 60.0
170.4 67.5 90.0
170.4 67.5 120.0
170.4 67.5 150.0
170.4 67.5 180.0
170.4 67.5 -150.0
170.4 67.5 -120.0
170.4 67.5 -90.0
170.4 67.5 -60.0
170.4 67.5 -30.0
170.4 77.5 0.0
170.4 77.5 30.0
170.4 77.5 60.0
170.4 77.5 90.0
170.4 77.5 120.0
170.4 77.5 150.0
170.4 77.5 180.0
170.4 77.5 -150.0
170.4 77.5 -120.0
170.4 77.5 -90.0
170.4 77.5 -60.0
170.4 77.5 -30.0
170.4 87.5 0.0
170.4 87.5 30.0
170.4 87.5 60.0
170.4 87.5 90.0
170.4 87.5 120.0
170.4 87.5 150.0
170.4 87.5 180.0
170.4 87.5 -150.0
170.4 87.5 -120.0
170.4 87.5 -90.0
170.4 87.5 -60.0
170.4 87.5 -30.0
-179.6 67.5 0.0
-179.6 67.5 30.0
-179.6 67.5 60.0
-179.6 67.5 90.0
-179.6 67.5 120.0
-179.6 67.5 150.0
-179.6 67.5 180.0
-179.6 67.5 -150.0
-179.6 67.5 -120.0
-179.6 67.5 -90.0
-179.6 67.5 -60.0
-179.6 67.5 -30.0
-179.6 77.5 0.0
-179.6 77.5 30.0
-179.6 77.5 60.0
-179.6 77.5 90.0
-179.6 77.5 120.0
-179.6 77.5 150.0
-179.6 77.5 180.0
-179.6 77.5 -150.0
-179.6 77.5 -120.0
-179.6 77.5 -90.0
-179.6 77.5 -60.0
-179.6 77.5 -30.0
-179.6 87.5 0.0
-179.6 87.5 30.0
-179.6 87.5 60.0
-179.6 87.5 90.0
-179.6 87.5 120.0
-179.6 87.5 150.0
-179.6 87.5 180.0
-179.6 87.5 -150.0
-179.6 87.5 -120.0
-179.6 87.5 -90.0
-179.6 87.5 -60.0
-179.6 87.5 -30.0
-169.6 67.5 0.0
-169.6 67.5 30.0
-169.6 67.5 60.0
-169.6 67.5 90.0
-169.6 67.5 120.0
-169.6 67.5 150.0
-169.6 67.5 180.0
-169.6 67.5 -150.0
-169.6 67.5 -120.0
-169.6 67.5 -90.0
-169.6 67.5 -60.0
-169.6 67.5 -30.0
-169.6 77.5 0.0
-169.6 77.5 30.0
-169.6 77.5 60.0
-169.6 77.5 90.0
-169.6 77.5 120.0
-169.6 77.5 150.0
-169.6 77.5 180.0
-169.6 77.5 -150.0
-169.6 77.5 -120.0
-169.6 77.5 -90.0
-169.6 77.5 -60.0
-169.6 77.5 -30.0
-169.6 87.5 0.0
-169.6 87.5 30.0
-169.6 87.5 60.0
-169.6 87.5 90.0
-169.6 87.5 120.0
-169.6 87.5 150.0
-169.6 87.5 180.0
-169.6 87.5 -150.0
-169.6 87.5 -120.0
-169.6 87.5 -90.0
-169.6 87.5 -60.0
-169.6 87.5 -30.0
175.8 11.0 0.0
175.8 11.0 30.0
175.8 11.0 60.0
175.8 11.0 90.0
175.8 11.0 120.0
175.8 11.0 150.0
175.8 11.0 180.0
175.8 11.0 -150.0
175.8 11.0 -120.0
175.8 11.0 -90.0
175.8 11.0 -60.0
175.8 11.0 -30.0
175.8 21.0 0.0
175.8 21.0 30.0
175.8 21.0 60.0
175.8 21.0 90.0
175.8 21.0 120.0
175.8 21.0 150.0
175.8 21.0 180.0
175.8 21.0 -150.0
175.8 21.0 -120.0
175.8 21.0 -90.0
175.8 21.0 -60.0
175.8 21.0 -30.0
175.8 31.0 0.0
175.8 31.0 30.0
175.8 31.0 60.0
175.8 31.0 90.0
175.8 31.0 120.0
175.8 31.0 150.0
175.8 31.0 180.0
175.8 31.0 -150.0
175.8 31.0 -120.0
175.8 31.0 -90.0
175.8 31.0 -60.0
175.8 31.0 -30.0
-174.2 11.0 0.0
-174.2 11.0 30.0
-174.2 11.0 60.0
-174.2 11.0 90.0
-174.2 11.0 120.0
-174.2 11.0 150.0
-174.2 11.0 180.0
-174.2 11.0 -150.0
-174.2 11.0 -120.0
-174.2 11.0 -90.0
-174.2 11.0 -60.0
-174.2 11.0 -30.0
-174.2 21.0 0.0
-174.2 21.0 30.0
-174.2 21.0 60.0
-174.2 21.0 90.0
-174.2 21.0 120.0
-174.2 21.0 150.0
-174.2 21.0 180.0
-174.2 21.0 -150.0
-174.2 21.0 -120.0
-174.2 21.0 -90.0
-174.2 21.0 -60.0
-174.2 21.0 -30.0
-174.2 31.0 0.0
-174.2 31.0 30.0
-174.2 31.0 60.0
-174.2 31.0 90.0
-174.2 31.0 120.0
-174.2 31.0 150.0
-174.2 31.0 180.0
-174.2 31.0 -150.0
-174.2 31.0 -120.0
-174.2 31.0 -90.0
-174.2 31.0 -60.0
-174.2 31.0 -30.0
-164.2 11.0 0.0
-164.2 11.0 30.0
-164.2 11.0 60.0
-164.2 11.0 90.0
-164.2 11.0 120.0
-164.2 11.0 150.0
-164.2 11.0 180.0
-164.2 11.0 -150.0
-164.2 11.0 -120.0
-164.2 11.0 -90.0
-164.2 11.0 -60.0
-164.2 11.0 -30.0
-164.2 21.0 0.0
-164.2 21.0 30.0
-164.2 21.0 60.0
-164.2 21.0 90.0
-164.2 21.0 120.0
-164.2 21.0 150.0
-164.2 21.0 180.0
-164.2 21.0 -150.0
-164.2 21.0 -120.0
-164.2 21.0 -90.0
-164.2 21.0 -60.0
-164.2 21.0 -30.0
-164.2 31.0 0.0
-164.2 31.0 30.0
-164.2 31.0 60.0
-164.2 31.0 90.0
-164.2 31.0 120.0
-164.2 31.0 150.0
-164.2 31.0 180.0
-164.2 31.0 -150.0
-164.2 31.0 -120.0
-164.2 31.0 -90.0
-164.2 31.0 -60.0
-164.2 31.0 -30.0
-75.8 87.8 0.0
-75.8 87.8 30.0
-75.8 87.8 60.0
-75.8 87.8 90.0
-75.8 87.8 120.0
-75.8 87.8 150.0
-75.8 87.8 180.0
-75.8 87.8 -150.0
-75.8 87.8 -120.0
-75.8 87.8 -90.0
-75.8 87.8 -60.0
-75.8 87.8 -30.0
-75.8 -82.2 0.0
-75.8 -82.2 30.0
-75.8 -82.2 60.0
-75.8 -82.2 90.0
-75.8 -82.2 120.0
-75.8 -82.2 150.0
-75.8 -82.2 180.0
-75.8 -82.2 -150.0
-75.8 -82.2 -120.0
-75.8 -82.2 -90.0
-75.8 -82.2 -60.0
-75.8 -82.2 -30.0
-75.8 -72.2 0.0
-75.8 -72.2 30.0
-75.8 -72.2 60.0
-75.8 -72.2 90.0
-75.8 -72.2 120.0
-75.8 -72.2 150.0
-75.8 -72.2 180.0
-75.8 -72.2 -150.0
-75.8 -72.2 -120.0
-75.8 -72.2 -90.0
-75.8 -72.2 -60.0
-75.8 -72.2 -30.0
-65.8 87.8 0.0
-65.8 87.8 30.0
-65.8 87.8 60.0
-65.8 87.8 90.0
-65.8 87.8 120.0
-65.8 87.8 150.0
-65.8 87.8 180.0
-65.8 87.8 -150.0
-65.8 87.8 -120.0
-65.8 87.8 -90.0
-65.8 87.8 -60.0
-65.8 87.8 -30.0
-65.8 -82.2 0.0
-65.8 -82.2 30.0
-65.8 -82.2 60.0
-65.8 -82.2 90.0
-65.8 -82.2 120.0
-65.8 -82.2 150.0
-65.8 -82.2 180.0
-65.8 -82.2 -150.0
-65.8 -82.2 -120.0
-65.8 -82.2 -90.0
-65.8 -82.2 -60.0
-65.8 -82.2 -30.0
-65.8 -72.2 0.0
-65.8 -72.2 30.0
-65.8 -72.2 60.0
-65.8 -72.2 90.0
-65.8 -72.2 120.0
-65.8 -72.2 150.0
-65.8 -72.2 180.0
-65.8 -72.2 -150.0
-65.8 -72.2 -120.0
-65.8 -72.2 -90.0
-65.8 -72.2 -60.0
-65.8 -72.2 -30.0
-55.8 87.8 0.0
-55.8 87.8 30.0
-55.8 87.8 60.0
-55.8 87.8 90.0
-55.8 87.8 120.0
-55.8 87.8 150.0
-55.8 87.8 180.0
-55.8 87.8 -150.0
-55.8 87.8 -120.0
-55.8 87.8 -90.0
-55.8 87.8 -60.0
-55.8 87.8 -30.0
-55.8 -82.2 0.0
-55.8 -82.2 30.0
-55.8 -82.2 60.0
-55.8 -82.2 90.0
-55.8 -82.2 120.0
-55.8 -82.2 150.0
-55.8 -82.2 180.0
-55.8 -82.2 -150.0
-55.8 -82.2 -120.0
-55.8 -82.2 -90.0
-55.8 -82.2 -60.0
-55.8 -82.2 -30.0
-55.8 -72.2 0.0
-55.8 -72.2 30.0
-55.8 -72.2 60.0
-55.8 -72.2 90.0
-55.8 -72.2 120.0
