27
ALA 0 0
ARG 5 729
N CA CB CG
CA CB CG CD
CB CG CD NE
CG CD NE CZ
CD NE CZ NH1
67.7 74.8 117.2
67.7 84.8 117.2
67.7 94.8 117.2
77.7 74.8 117.2
77.7 84.8 117.2
77.7 94.8 117.2
51.5 175.1 -179.8
51.5 -174.9 -179.8
51.5 -164.9 -179.8
61.5 175.1 -179.8
61.5 -174.9 -179.8
61.5 -164.9 -179.8
71.5 175.1 -179.8
71.5 -174.9 -179.8
71.5 -164.9 -179.8
54.0 172.4 -79.1
54.0 -177.6 -79.1
54.0 -167.6 -79.1
64.0 172.4 -79.1
64.0 -177.6 -79.1
64.0 -167.6 -79.1
74.0 172.4 -79.1
74.0 -177.6 -79.1
74.0 -167.6 -79.1
55.1 172.5 -4.1
55.1 -177.5 -4.1
55.1 -167.5 -4.1
65.1 172.5 -4.1
65.1 -177.5 -4.1
65.1 -167.5 -4.1
75.1 172.5 -4.1
75.1 -177.5 -4.1
75.1 -167.5 -4.1
55.4 172.9 79.5
55.4 -177.1 79.5
55.4 -167.1 79.5
65.4 172.9 79.5
65.4 -177.1 79.5
65.4 -167.1 79.5
75.4 172.9 79.5
75.4 -177.1 79.5
75.4 -167.1 79.5
54.1 -92.4 -111.9
54.1 -82.4 -111.9
54.1 -72.4 -111.9
64.1 -92.4 -111.9
64.1 -82.4 -111.9
64.1 -72.4 -111.9
74.1 -92.4 -111.9
74.1 -82.4 -111.9
74.1 -72.4 -111.9
56.3 -86.0 -34.4
56.3 -76.0 -34.4
56.3 -66.0 -34.4
66.3 -86.0 -34.4
66.3 -76.0 -34.4
66.3 -66.0 -34.4
76.3 -86.0 -34.4
76.3 -76.0 -34.4
76.3 -66.0 -34.4
54.8 -99.6 38.2
54.8 -89.6 38.2
54.8 -79.6 38.2
64.8 -99.6 38.2
64.8 -89.6 38.2
64.8 -79.6 38.2
74.8 -99.6 38.2
74.8 -89.6 38.2
74.8 -79.6 38.2
47.6 -89.7 123.9
47.6 -79.7 123.9
47.6 -69.7 123.9
57.6 -89.7 123.9
57.6 -79.7 123.9
57.6 -69.7 123.9
67.6 -89.7 123.9
67.6 -79.7 123.9
67.6 -69.7 123.9
176.0 50.6 -124.1
176.0 60.6 -124.1
176.0 70.6 -124.1
-174.0 50.6 -124.1
-174.0 60.6 -124.1
-174.0 70.6 -124.1
-164.0 50.6 -124.1
-164.0 60.6 -124.1
-164.0 70.6 -124.1
174.6 64.1 -37.5
174.6 74.1 -37.5
174.6 84.1 -37.5
-175.4 64.1 -37.5
-175.4 74.1 -37.5
-175.4 84.1 -37.5
-165.4 64.1 -37.5
-165.4 74.1 -37.5
-165.4 84.1 -37.5
173.9 55.7 44.6
173.9 65.7 44.6
173.9 75.7 44.6
-176.1 55.7 44.6
-176.1 65.7 44.6
-176.1 75.7 44.6
-166.1 55.7 44.6
-166.1 65.7 44.6
-166.1 75.7 44.6
171.9 60.4 109.0
171.9 70.4 109.0
171.9 80.4 109.0
-178.1 60.4 109.0
-178.1 70.4 109.0
-178.1 80.4 109.0
-168.1 60.4 109.0
-168.1 70.4 109.0
-168.1 80.4 109.0
174.5 168.6 -179.1
174.5 178.6 -179.1
174.5 -171.4 -179.1
-175.5 168.6 -179.1
-175.5 178.6 -179.1
-175.5 -171.4 -179.1
-165.5 168.6 -179.1
-165.5 178.6 -179.1
-165.5 -171.4 -179.1
172.0 166.1 -77.6
172.0 176.1 -77.6
172.0 -173.9 -77.6
-178.0 166.1 -77.6
-178.0 176.1 -77.6
-178.0 -173.9 -77.6
-168.0 166.1 -77.6
-168.0 176.1 -77.6
-168.0 -173.9 -77.6
173.0 167.3 1.0
173.0 177.3 1.0
173.0 -172.7 1.0
-177.0 167.3 1.0
-177.0 177.3 1.0
-177.0 -172.7 1.0
-167.0 167.3 1.0
-167.0 177.3 1.0
-167.0 -172.7 1.0
173.4 170.6 74.8
173.4 -179.4 74.8
173.4 -169.4 74.8
-176.6 170.6 74.8
-176.6 -179.4 74.8
-176.6 -169.4 74.8
-166.6 170.6 74.8
-166.6 -179.4 74.8
-166.6 -169.4 74.8
-175.2 -87.7 -112.0
-175.2 -77.7 -112.0
-175.2 -67.7 -112.0
-165.2 -87.7 -112.0
-165.2 -77.7 -112.0
-165.2 -67.7 -112.0
-155.2 -87.7 -112.0
-155.2 -77.7 -112.0
-155.2 -67.7 -112.0
-179.4 -91.4 -34.9
-179.4 -81.4 -34.9
-179.4 -71.4 -34.9
-169.4 -91.4 -34.9
-169.4 -81.4 -34.9
-169.4 -71.4 -34.9
-159.4 -91.4 -34.9
-159.4 -81.4 -34.9
-159.4 -71.4 -34.9
-175.7 -93.7 46.1
-175.7 -83.7 46.1
-175.7 -73.7 46.1
-165.7 -93.7 46.1
-165.7 -83.7 46.1
-165.7 -73.7 46.1
-155.7 -93.7 46.1
-155.7 -83.7 46.1
-155.7 -73.7 46.1
179.4 -85.8 125.3
179.4 -75.8 125.3
179.4 -65.8 125.3
-170.6 -85.8 125.3
-170.6 -75.8 125.3
-170.6 -65.8 125.3
-160.6 -85.8 125.3
-160.6 -75.8 125.3
-160.6 -65.8 125.3
-80.8 63.4 -123.8
-80.8 73.4 -123.8
-80.8 83.4 -123.8
-70.8 63.4 -123.8
-70.8 73.4 -123.8
-70.8 83.4 -123.8
-60.8 63.4 -123.8
-60.8 73.4 -123.8
-60.8 83.4 -123.8
-74.6 76.7 -35.4
-74.6 86.7 -35.4
-74.6 96.7 -35.4
-64.6 76.7 -35.4
-64.6 86.7 -35.4
-64.6 96.7 -35.4
-54.6 76.7 -35.4
-54.6 86.7 -35.4
-54.6 96.7 -35.4
-78.4 64.8 37.4
-78.4 74.8 37.4
-78.4 84.8 37.4
-68.4 64.8 37.4
-68.4 74.8 37.4
-68.4 84.8 37.4
-58.4 64.8 37.4
-58.4 74.8 37.4
-58.4 84.8 37.4
-82.0 73.7 110.1
-82.0 83.7 110.1
-82.0 93.7 110.1
-72.0 73.7 110.1
-72.0 83.7 110.1
-72.0 93.7 110.1
-62.0 73.7 110.1
-62.0 83.7 110.1
-62.0 93.7 110.1
-76.9 169.0 -177.9
-76.9 179.0 -177.9
-76.9 -171.0 -177.9
-66.9 169.0 -177.9
-66.9 179.0 -177.9
-66.9 -171.0 -177.9
-56.9 169.0 -177.9
-56.9 179.0 -177.9
-56.9 -171.0 -177.9
-76.8 170.3 -76.8
-76.8 -179.7 -76.8
-76.8 -169.7 -76.8
-66.8 170.3 -76.8
-66.8 -179.7 -76.8
-66.8 -169.7 -76.8
-56.8 170.3 -76.8
-56.8 -179.7 -76.8
-56.8 -169.7 -76.8
-77.5 167.6 -1.1
-77.5 177.6 -1.1
-77.5 -172.4 -1.1
-67.5 167.6 -1.1
-67.5 177.6 -1.1
-67.5 -172.4 -1.1
-57.5 167.6 -1.1
-57.5 177.6 -1.1
-57.5 -172.4 -1.1
-75.8 171.1 75.3
-75.8 -178.9 75.3
-75.8 -168.9 75.3
-65.8 171.1 75.3
-65.8 -178.9 75.3
-65.8 -168.9 75.3
-55.8 171.1 75.3
-55.8 -178.9 75.3
-55.8 -168.9 75.3
-76.1 -92.1 -111.8
-76.1 -82.1 -111.8
-76.1 -72.1 -111.8
-66.1 -92.1 -111.8
-66.1 -82.1 -111.8
-66.1 -72.1 -111.8
-56.1 -92.1 -111.8
-56.1 -82.1 -111.8
-56.1 -72.1 -111.8
-73.4 -73.2 -46.3
-73.4 -63.2 -46.3
-73.4 -53.2 -46.3
-63.4 -73.2 -46.3
-63.4 -63.2 -46.3
-63.4 -53.2 -46.3
-53.4 -73.2 -46.3
-53.4 -63.2 -46.3
-53.4 -53.2 -46.3
-77.0 -86.5 44.4
-77.0 -76.5 44.4
-77.0 -66.5 44.4
-67.0 -86.5 44.4
-67.0 -76.5 44.4
-67.0 -66.5 44.4
-57.0 -86.5 44.4
-57.0 -76.5 44.4
-57.0 -66.5 44.4
-78.5 -71.2 119.9
-78.5 -61.2 119.9
-78.5 -51.2 119.9
-68.5 -71.2 119.9
-68.5 -61.2 119.9
-68.5 -51.2 119.9
-58.5 -71.2 119.9
-58.5 -61.2 119.9
-58.5 -51.2 119.9
GLU 3 243
N CA CB CG
CA CB CG CD
CB CG CD OE1
44.3 73.1 49.0
44.3 83.1 49.0
44.3 93.1 49.0
54.3 73.1 49.0
54.3 83.1 49.0
54.3 93.1 49.0
64.3 73.1 49.0
64.3 83.1 49.0
64.3 93.1 49.0
44.5 78.3 6.4
44.5 88.3 6.4
44.5 98.3 6.4
54.5 78.3 6.4
54.5 88.3 6.4
54.5 98.3 6.4
64.5 78.3 6.4
64.5 88.3 6.4
64.5 98.3 6.4
40.8 68.6 -61.4
40.8 78.6 -61.4
40.8 88.6 -61.4
50.8 68.6 -61.4
50.8 78.6 -61.4
50.8 88.6 -61.4
60.8 68.6 -61.4
60.8 78.6 -61.4
60.8 88.6 -61.4
54.2 171.6 58.7
54.2 -178.4 58.7
54.2 -168.4 58.7
64.2 171.6 58.7
64.2 -178.4 58.7
64.2 -168.4 58.7
74.2 171.6 58.7
74.2 -178.4 58.7
74.2 -168.4 58.7
54.6 172.6 1.7
54.6 -177.4 1.7
54.6 -167.4 1.7
64.6 172.6 1.7
64.6 -177.4 1.7
64.6 -167.4 1.7
74.6 172.6 1.7
74.6 -177.4 1.7
74.6 -167.4 1.7
55.3 173.4 -58.5
55.3 -176.6 -58.5
55.3 -166.6 -58.5
65.3 173.4 -58.5
65.3 -176.6 -58.5
65.3 -166.6 -58.5
75.3 173.4 -58.5
75.3 -176.6 -58.5
75.3 -166.6 -58.5
48.6 -103.4 51.0
48.6 -93.4 51.0
48.6 -83.4 51.0
58.6 -103.4 51.0
58.6 -93.4 51.0
58.6 -83.4 51.0
68.6 -103.4 51.0
68.6 -93.4 51.0
68.6 -83.4 51.0
58.3 -91.5 2.6
58.3 -81.5 2.6
58.3 -71.5 2.6
68.3 -91.5 2.6
68.3 -81.5 2.6
68.3 -71.5 2.6
78.3 -91.5 2.6
78.3 -81.5 2.6
78.3 -71.5 2.6
55.1 -84.4 -51.1
55.1 -74.4 -51.1
55.1 -64.4 -51.1
65.1 -84.4 -51.1
65.1 -74.4 -51.1
65.1 -64.4 -51.1
75.1 -84.4 -51.1
75.1 -74.4 -51.1
75.1 -64.4 -51.1
177.2 52.1 52.1
177.2 62.1 52.1
177.2 72.1 52.1
-172.8 52.1 52.1
-172.8 62.1 52.1
-172.8 72.1 52.1
-162.8 52.1 52.1
-162.8 62.1 52.1
-162.8 72.1 52.1
171.6 57.8 9.7
171.6 67.8 9.7
171.6 77.8 9.7
-178.4 57.8 9.7
-178.4 67.8 9.7
-178.4 77.8 9.7
-168.4 57.8 9.7
-168.4 67.8 9.7
-168.4 77.8 9.7
175.8 62.2 -65.1
175.8 72.2 -65.1
175.8 82.2 -65.1
-174.2 62.2 -65.1
-174.2 72.2 -65.1
-174.2 82.2 -65.1
-164.2 62.2 -65.1
-164.2 72.2 -65.1
-164.2 82.2 -65.1
172.4 165.8 57.3
172.4 175.8 57.3
172.4 -174.2 57.3
-177.6 165.8 57.3
-177.6 175.8 57.3
-177.6 -174.2 57.3
-167.6 165.8 57.3
-167.6 175.8 57.3
-167.6 -174.2 57.3
172.7 167.9 -0.2
172.7 177.9 -0.2
172.7 -172.1 -0.2
-177.3 167.9 -0.2
-177.3 177.9 -0.2
-177.3 -172.1 -0.2
-167.3 167.9 -0.2
-167.3 177.9 -0.2
-167.3 -172.1 -0.2
174.8 169.2 -57.4
174.8 179.2 -57.4
174.8 -170.8 -57.4
-175.2 169.2 -57.4
-175.2 179.2 -57.4
-175.2 -170.8 -57.4
-165.2 169.2 -57.4
-165.2 179.2 -57.4
-165.2 -170.8 -57.4
-165.8 -86.6 63.4
-165.8 -76.6 63.4
-165.8 -66.6 63.4
-155.8 -86.6 63.4
-155.8 -76.6 63.4
-155.8 -66.6 63.4
-145.8 -86.6 63.4
-145.8 -76.6 63.4
-145.8 -66.6 63.4
-179.0 -96.3 -14.5
-179.0 -86.3 -14.5
-179.0 -76.3 -14.5
-169.0 -96.3 -14.5
-169.0 -86.3 -14.5
-169.0 -76.3 -14.5
-159.0 -96.3 -14.5
-159.0 -86.3 -14.5
-159.0 -76.3 -14.5
-176.0 -90.1 -49.5
-176.0 -80.1 -49.5
-176.0 -70.1 -49.5
-166.0 -90.1 -49.5
-166.0 -80.1 -49.5
-166.0 -70.1 -49.5
-156.0 -90.1 -49.5
-156.0 -80.1 -49.5
-156.0 -70.1 -49.5
-76.3 61.1 52.3
-76.3 71.1 52.3
-76.3 81.1 52.3
-66.3 61.1 52.3
-66.3 71.1 52.3
-66.3 81.1 52.3
-56.3 61.1 52.3
-56.3 71.1 52.3
-56.3 81.1 52.3
-76.2 72.2 1.9
-76.2 82.2 1.9
-76.2 92.2 1.9
-66.2 72.2 1.9
-66.2 82.2 1.9
-66.2 92.2 1.9
-56.2 72.2 1.9
-56.2 82.2 1.9
-56.2 92.2 1.9
-76.8 81.0 -54.1
-76.8 91.0 -54.1
-76.8 101.0 -54.1
-66.8 81.0 -54.1
-66.8 91.0 -54.1
-66.8 101.0 -54.1
-56.8 81.0 -54.1
-56.8 91.0 -54.1
-56.8 101.0 -54.1
-78.3 169.3 56.0
-78.3 179.3 56.0
-78.3 -170.7 56.0
-68.3 169.3 56.0
-68.3 179.3 56.0
-68.3 -170.7 56.0
-58.3 169.3 56.0
-58.3 179.3 56.0
-58.3 -170.7 56.0
-77.7 167.8 -2.2
-77.7 177.8 -2.2
-77.7 -172.2 -2.2
-67.7 167.8 -2.2
-67.7 177.8 -2.2
-67.7 -172.2 -2.2
-57.7 167.8 -2.2
-57.7 177.8 -2.2
-57.7 -172.2 -2.2
-75.3 171.8 -54.7
-75.3 -178.2 -54.7
-75.3 -168.2 -54.7
-65.3 171.8 -54.7
-65.3 -178.2 -54.7
-65.3 -168.2 -54.7
-55.3 171.8 -54.7
-55.3 -178.2 -54.7
-55.3 -168.2 -54.7
-74.1 -89.0 64.0
-74.1 -79.0 64.0
-74.1 -69.0 64.0
-64.1 -89.0 64.0
-64.1 -79.0 64.0
-64.1 -69.0 64.0
-54.1 -89.0 64.0
-54.1 -79.0 64.0
-54.1 -69.0 64.0
-74.2 -81.2 -9.8
-74.2 -71.2 -9.8
-74.2 -61.2 -9.8
-64.2 -81.2 -9.8
-64.2 -71.2 -9.8
-64.2 -61.2 -9.8
-54.2 -81.2 -9.8
-54.2 -71.2 -9.8
-54.2 -61.2 -9.8
-77.7 -70.7 -52.4
-77.7 -60.7 -52.4
-77.7 -50.7 -52.4
-67.7 -70.7 -52.4
-67.7 -60.7 -52.4
-67.7 -50.7 -52.4
-57.7 -70.7 -52.4
-57.7 -60.7 -52.4
-57.7 -50.7 -52.4
GLY 0 0
HID 2 108
N CA CB CG
CA CB CG ND1
53.0 75.6
53.0 85.6
53.0 95.6
63.0 75.6
63.0 85.6
63.0 95.6
73.0 75.6
73.0 85.6
73.0 95.6
54.8 156.2
54.8 166.2
54.8 176.2
64.8 156.2
64.8 166.2
64.8 176.2
74.8 156.2
74.8 166.2
74.8 176.2
55.4 -89.5
55.4 -79.5
55.4 -69.5
65.4 -89.5
65.4 -79.5
65.4 -69.5
75.4 -89.5
75.4 -79.5
75.4 -69.5
54.8 -23.8
54.8 -13.8
54.8 -3.8
64.8 -23.8
64.8 -13.8
64.8 -3.8
74.8 -23.8
74.8 -13.8
74.8 -3.8
171.6 61.5
171.6 71.5
171.6 81.5
-178.4 61.5
-178.4 71.5
-178.4 81.5
-168.4 61.5
-168.4 71.5
-168.4 81.5
177.2 179.7
177.2 -170.3
177.2 -160.3
-172.8 179.7
-172.8 -170.3
-172.8 -160.3
-162.8 179.7
-162.8 -170.3
-162.8 -160.3
177.4 -93.8
177.4 -83.8
177.4 -73.8
-172.6 -93.8
-172.6 -83.8
-172.6 -73.8
-162.6 -93.8
-162.6 -83.8
-162.6 -73.8
177.2 -0.3
177.2 9.7
177.2 19.7
-172.8 -0.3
-172.8 9.7
-172.8 19.7
-162.8 -0.3
-162.8 9.7
-162.8 19.7
-76.0 75.6
-76.0 85.6
-76.0 95.6
-66.0 75.6
-66.0 85.6
-66.0 95.6
-56.0 75.6
-56.0 85.6
-56.0 95.6
-78.1 158.7
-78.1 168.7
-78.1 178.7
-68.1 158.7
-68.1 168.7
-68.1 178.7
-58.1 158.7
-58.1 168.7
-58.1 178.7
-73.7 -82.9
-73.7 -72.9
-73.7 -62.9
-63.7 -82.9
-63.7 -72.9
-63.7 -62.9
-53.7 -82.9
-53.7 -72.9
-53.7 -62.9
-78.1 -21.3
-78.1 -11.3
-78.1 -1.3
-68.1 -21.3
-68.1 -11.3
-68.1 -1.3
-58.1 -21.3
-58.1 -11.3
-58.1 -1.3
HIE 2 108
N CA CB CG
CA CB CG ND1
53.0 75.6
53.0 85.6
53.0 95.6
63.0 75.6
63.0 85.6
63.0 95.6
73.0 75.6
73.0 85.6
73.0 95.6
54.8 156.2
54.8 166.2
54.8 176.2
64.8 156.2
64.8 166.2
64.8 176.2
74.8 156.2
74.8 166.2
74.8 176.2
55.4 -89.5
55.4 -79.5
55.4 -69.5
65.4 -89.5
65.4 -79.5
65.4 -69.5
75.4 -89.5
75.4 -79.5
75.4 -69.5
54.8 -23.8
54.8 -13.8
54.8 -3.8
64.8 -23.8
64.8 -13.8
64.8 -3.8
74.8 -23.8
74.8 -13.8
74.8 -3.8
171.6 61.5
171.6 71.5
171.6 81.5
-178.4 61.5
-178.4 71.5
-178.4 81.5
-168.4 61.5
-168.4 71.5
-168.4 81.5
177.2 179.7
177.2 -170.3
177.2 -160.3
-172.8 179.7
-172.8 -170.3
-172.8 -160.3
-162.8 179.7
-162.8 -170.3
-162.8 -160.3
177.4 -93.8
177.4 -83.8
177.4 -73.8
-172.6 -93.8
-172.6 -83.8
-172.6 -73.8
-162.6 -93.8
-162.6 -83.8
-162.6 -73.8
177.2 -0.3
177.2 9.7
177.2 19.7
-172.8 -0.3
-172.8 9.7
-172.8 19.7
-162.8 -0.3
-162.8 9.7
-162.8 19.7
-76.0 75.6
-76.0 85.6
-76.0 95.6
-66.0 75.6
-66.0 85.6
-66.0 95.6
-56.0 75.6
-56.0 85.6
-56.0 95.6
-78.1 158.7
-78.1 168.7
-78.1 178.7
-68.1 158.7
-68.1 168.7
-68.1 178.7
-58.1 158.7
-58.1 168.7
-58.1 178.7
-73.7 -82.9
-73.7 -72.9
-73.7 -62.9
-63.7 -82.9
-63.7 -72.9
-63.7 -62.9
-53.7 -82.9
-53.7 -72.9
-53.7 -62.9
-78.1 -21.3
-78.1 -11.3
-78.1 -1.3
-68.1 -21.3
-68.1 -11.3
-68.1 -1.3
-58.1 -21.3
-58.1 -11.3
-58.1 -1.3
HIP 2 108
N CA CB CG
CA CB CG ND1
53.0 75.6
53.0 85.6
53.0 95.6
63.0 75.6
63.0 85.6
63.0 95.6
73.0 75.6
73.0 85.6
73.0 95.6
54.8 156.2
54.8 166.2
54.8 176.2
64.8 156.2
64.8 166.2
64.8 176.2
74.8 156.2
74.8 166.2
74.8 176.2
55.4 -89.5
55.4 -79.5
55.4 -69.5
65.4 -89.5
65.4 -79.5
65.4 -69.5
75.4 -89.5
75.4 -79.5
75.4 -69.5
54.8 -23.8
54.8 -13.8
54.8 -3.8
64.8 -23.8
64.8 -13.8
64.8 -3.8
74.8 -23.8
74.8 -13.8
74.8 -3.8
171.6 61.5
171.6 71.5
171.6 81.5
-178.4 61.5
-178.4 71.5
-178.4 81.5
-168.4 61.5
-168.4 71.5
-168.4 81.5
177.2 179.7
177.2 -170.3
177.2 -160.3
-172.8 179.7
-172.8 -170.3
-172.8 -160.3
-162.8 179.7
-162.8 -170.3
-162.8 -160.3
177.4 -93.8
177.4 -83.8
177.4 -73.8
-172.6 -93.8
-172.6 -83.8
-172.6 -73.8
-162.6 -93.8
-162.6 -83.8
-162.6 -73.8
177.2 -0.3
177.2 9.7
177.2 19.7
-172.8 -0.3
-172.8 9.7
-172.8 19.7
-162.8 -0.3
-162.8 9.7
-162.8 19.7
-76.0 75.6
-76.0 85.6
-76.0 95.6
-66.0 75.6
-66.0 85.6
-66.0 95.6
-56.0 75.6
-56.0 85.6
-56.0 95.6
-78.1 158.7
-78.1 168.7
-78.1 178.7
-68.1 158.7
-68.1 168.7
-68.1 178.7
-58.1 158.7
-58.1 168.7
-58.1 178.7
-73.7 -82.9
-73.7 -72.9
-73.7 -62.9
-63.7 -82.9
-63.7 -72.9
-63.7 -62.9
-53.7 -82.9
-53.7 -72.9
-53.7 -62.9
-78.1 -21.3
-78.1 -11.3
-78.1 -1.3
-68.1 -21.3
-68.1 -11.3
-68.1 -1.3
-58.1 -21.3
-58.1 -11.3
-58.1 -1.3
ILE 2 81
N CA CB CG1
CA CB CG1 CD1
50.6 75.4
50.6 85.4
50.6 95.4
60.6 75.4
60.6 85.4
60.6 95.4
70.6 75.4
70.6 85.4
70.6 95.4
51.1 161.0
51.1 171.0
51.1 -179.0
61.1 161.0
61.1 171.0
61.1 -179.0
71.1 161.0
71.1 171.0
71.1 -179.0
51.7 -90.0
51.7 -80.0
51.7 -70.0
61.7 -90.0
61.7 -80.0
61.7 -70.0
71.7 -90.0
71.7 -80.0
71.7 -70.0
-177.9 56.8
-177.9 66.8
-177.9 76.8
-167.9 56.8
-167.9 66.8
-167.9 76.8
-157.9 56.8
-157.9 66.8
-157.9 76.8
178.6 157.4
178.6 167.4
178.6 177.4
-171.4 157.4
-171.4 167.4
-171.4 177.4
-161.4 157.4
-161.4 167.4
-161.4 177.4
-175.5 -88.0
-175.5 -78.0
-175.5 -68.0
-165.5 -88.0
-165.5 -78.0
-165.5 -68.0
-155.5 -88.0
-155.5 -78.0
-155.5 -68.0
-77.1 73.0
-77.1 83.0
-77.1 93.0
-67.1 73.0
-67.1 83.0
-67.1 93.0
-57.1 73.0
-57.1 83.0
-57.1 93.0
-73.8 160.1
-73.8 170.1
-73.8 -179.9
-63.8 160.1
-63.8 170.1
-63.8 -179.9
-53.8 160.1
-53.8 170.1
-53.8 -179.9
-69.2 -71.0
-69.2 -61.0
-69.2 -51.0
-59.2 -71.0
-59.2 -61.0
-59.2 -51.0
-49.2 -71.0
-49.2 -61.0
-49.2 -51.0
LEU 2 81
N CA CB CG
CA CB CG CD1
48.7 70.7
48.7 80.7
48.7 90.7
58.7 70.7
58.7 80.7
58.7 90.7
68.7 70.7
68.7 80.7
68.7 90.7
61.8 154.6
61.8 164.6
61.8 174.6
71.8 154.6
71.8 164.6
71.8 174.6
81.8 154.6
81.8 164.6
81.8 174.6
48.2 -83.6
48.2 -73.6
48.2 -63.6
58.2 -83.6
58.2 -73.6
58.2 -63.6
68.2 -83.6
68.2 -73.6
68.2 -63.6
170.8 53.0
170.8 63.0
170.8 73.0
-179.2 53.0
-179.2 63.0
-179.2 73.0
-169.2 53.0
-169.2 63.0
-169.2 73.0
-174.9 160.7
-174.9 170.7
-174.9 -179.3
-164.9 160.7
-164.9 170.7
-164.9 -179.3
-154.9 160.7
-154.9 170.7
-154.9 -179.3
-179.8 -83.1
-179.8 -73.1
-179.8 -63.1
-169.8 -83.1
-169.8 -73.1
-169.8 -63.1
-159.8 -83.1
-159.8 -73.1
-159.8 -63.1
-96.1 44.6
-96.1 54.6
-96.1 64.6
-86.1 44.6
-86.1 54.6
-86.1 64.6
-76.1 44.6
-76.1 54.6
-76.1 64.6
-74.7 164.5
-74.7 174.5
-74.7 -175.5
-64.7 164.5
-64.7 174.5
-64.7 -175.5
-54.7 164.5
-54.7 174.5
-54.7 -175.5
-91.5 -65.0
-91.5 -55.0
-91.5 -45.0
-81.5 -65.0
-81.5 -55.0
-81.5 -45.0
-71.5 -65.0
-71.5 -55.0
-71.5 -45.0
LYS 5 729
N CA CB CG
CA CB CG CD
CB CG CD CE
CG CD CE NZ
CD CE NZ HZ1
56.8 66.3 66.4 71.1 179.92
56.8 76.3 66.4 71.1 179.92
56.8 86.3 66.4 71.1 179.92
66.8 66.3 66.4 71.1 179.92
66.8 76.3 66.4 71.1 179.92
66.8 86.3 66.4 71.1 179.92
76.8 66.3 66.4 71.1 179.92
76.8 76.3 66.4 71.1 179.92
76.8 86.3 66.4 71.1 179.92
59.9 66.7 66.8 175.9 179.92
59.9 76.7 66.8 175.9 179.92
59.9 86.7 66.8 175.9 179.92
69.9 66.7 66.8 175.9 179.92
69.9 76.7 66.8 175.9 179.92
69.9 86.7 66.8 175.9 179.92
79.9 66.7 66.8 175.9 179.92
79.9 76.7 66.8 175.9 179.92
79.9 86.7 66.8 175.9 179.92
47.5 64.0 85.8 -83.1 179.92
47.5 74.0 85.8 -83.1 179.92
47.5 84.0 85.8 -83.1 179.92
57.5 64.0 85.8 -83.1 179.92
57.5 74.0 85.8 -83.1 179.92
57.5 84.0 85.8 -83.1 179.92
67.5 64.0 85.8 -83.1 179.92
67.5 74.0 85.8 -83.1 179.92
67.5 84.0 85.8 -83.1 179.92
55.7 68.2 174.6 62.6 179.92
55.7 78.2 174.6 62.6 179.92
55.7 88.2 174.6 62.6 179.92
65.7 68.2 174.6 62.6 179.92
65.7 78.2 174.6 62.6 179.92
65.7 88.2 174.6 62.6 179.92
75.7 68.2 174.6 62.6 179.92
75.7 78.2 174.6 62.6 179.92
75.7 88.2 174.6 62.6 179.92
58.9 66.7 177.2 175.3 179.92
58.9 76.7 177.2 175.3 179.92
58.9 86.7 177.2 175.3 179.92
68.9 66.7 177.2 175.3 179.92
68.9 76.7 177.2 175.3 179.92
68.9 86.7 177.2 175.3 179.92
78.9 66.7 177.2 175.3 179.92
78.9 76.7 177.2 175.3 179.92
78.9 86.7 177.2 175.3 179.92
58.9 67.8 -177.5 -68.4 179.92
58.9 77.8 -177.5 -68.4 179.92
58.9 87.8 -177.5 -68.4 179.92
68.9 67.8 -177.5 -68.4 179.92
68.9 77.8 -177.5 -68.4 179.92
68.9 87.8 -177.5 -68.4 179.92
78.9 67.8 -177.5 -68.4 179.92
78.9 77.8 -177.5 -68.4 179.92
78.9 87.8 -177.5 -68.4 179.92
56.8 72.3 -86.0 74.7 179.92
56.8 82.3 -86.0 74.7 179.92
56.8 92.3 -86.0 74.7 179.92
66.8 72.3 -86.0 74.7 179.92
66.8 82.3 -86.0 74.7 179.92
66.8 92.3 -86.0 74.7 179.92
76.8 72.3 -86.0 74.7 179.92
76.8 82.3 -86.0 74.7 179.92
76.8 92.3 -86.0 74.7 179.92
59.5 75.2 -93.8 -177.2 179.92
59.5 85.2 -93.8 -177.2 179.92
59.5 95.2 -93.8 -177.2 179.92
69.5 75.2 -93.8 -177.2 179.92
69.5 85.2 -93.8 -177.2 179.92
69.5 95.2 -93.8 -177.2 179.92
79.5 75.2 -93.8 -177.2 179.92
79.5 85.2 -93.8 -177.2 179.92
79.5 95.2 -93.8 -177.2 179.92
56.8 72.3 -83.6 -67.0 179.92
56.8 82.3 -83.6 -67.0 179.92
56.8 92.3 -83.6 -67.0 179.92
66.8 72.3 -83.6 -67.0 179.92
66.8 82.3 -83.6 -67.0 179.92
66.8 92.3 -83.6 -67.0 179.92
76.8 72.3 -83.6 -67.0 179.92
76.8 82.3 -83.6 -67.0 179.92
76.8 92.3 -83.6 -67.0 179.92
55.8 165.6 68.3 68.9 179.92
55.8 175.6 68.3 68.9 179.92
55.8 -174.4 68.3 68.9 179.92
65.8 165.6 68.3 68.9 179.92
65.8 175.6 68.3 68.9 179.92
65.8 -174.4 68.3 68.9 179.92
75.8 165.6 68.3 68.9 179.92
75.8 175.6 68.3 68.9 179.92
75.8 -174.4 68.3 68.9 179.92
54.7 165.2 70.9 174.9 179.92
54.7 175.2 70.9 174.9 179.92
54.7 -174.8 70.9 174.9 179.92
64.7 165.2 70.9 174.9 179.92
